,0,1,2,3,4
0,M35900.jpg,0.0,Blue,Green,White
1,M35970.jpg,0.0,Brown,Green,White
2,M36014.jpg,0.0,Brown,Green,White
3,M36015.jpg,0.0,Brown,Green,Black
4,M36033.jpg,0.0,Brown,Green,White
5,M36054.jpg,0.0,Brown,Green,Hispanic
6,M36082.jpg,1.0,Green,Green,White
7,M36090.jpg,0.0,Brown,Green,White
8,M36124.jpg,0.0,Blue,Green,Amer Indian
9,M36125.jpg,1.0,Green,Green,White
10,M36135.jpg,0.0,Blue,Green,White
11,M36139.jpg,0.0,Brown,Green,White
12,M36220.jpg,0.0,Brown,Green,White
13,M36233.jpg,0.0,Brown,Green,White
14,M36675.jpg,0.0,Brown,Green,Black
15,M36725.jpg,0.0,Brown,Green,White
16,M36739.jpg,0.0,Brown,Green,Hispanic
17,M37224.jpg,1.0,Green,Green,White
18,M37416.jpg,1.0,Green,Green,White
19,M37494.jpg,0.0,Blue,Green,Hispanic
20,M37696.jpg,0.0,Brown,Green,White
21,M37764.jpg,0.0,Brown,Green,White
22,M37905.jpg,0.0,Blue,Green,White
23,M37984.jpg,0.0,Blue,Green,Hispanic
24,M38121.jpg,0.0,Brown,Green,White
25,M38236.jpg,1.0,Green,Green,White
26,M38309.jpg,1.0,Green,Green,White
27,M38341.jpg,0.0,Brown,Green,White
28,M38449.jpg,0.0,Brown,Green,White
29,M38482.jpg,1.0,Green,Green,Asian
30,M38512.jpg,0.0,Brown,Green,White
31,M38518.jpg,1.0,Green,Green,White
32,M38699.jpg,0.0,Brown,Green,White
33,M38976.jpg,1.0,Green,Green,White
34,M39034.jpg,0.0,Brown,Green,White
35,M39048.jpg,0.0,Brown,Green,White
36,M39235.jpg,0.0,Brown,Green,White
37,M39272.jpg,0.0,Blue,Green,White
38,M39301.jpg,0.0,Blue,Green,White
39,M39359.jpg,0.0,Brown,Green,White
40,M39633.jpg,0.0,Brown,Green,White
41,M39637.jpg,1.0,Green,Green,White
42,M39669.jpg,0.0,Brown,Green,Hispanic
43,M39705.jpg,0.0,Blue,Green,White
44,M40023.jpg,0.0,Brown,Green,White
45,M40095.jpg,1.0,Green,Green,White
46,M40121.jpg,0.0,Brown,Green,White
47,M40265.jpg,0.0,Brown,Green,White
48,M40411.jpg,0.0,Blue,Green,White
49,M40539.jpg,1.0,Green,Green,White
50,M40565.jpg,1.0,Green,Green,White
51,M40609.jpg,0.0,Blue,Green,White
52,M40752.jpg,0.0,Blue,Green,White
53,M40791.jpg,0.0,Brown,Green,Hispanic
54,M40853.jpg,0.0,Brown,Green,White
55,M40941.jpg,0.0,Brown,Green,Hispanic
56,M41052.jpg,0.0,Brown,Green,Black
57,M41093.jpg,0.0,Brown,Green,White
